,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Id,CodigoUFEmitente,ChaveAcesso,DigitoVerificador,NaturezaOperacao,FormaPagamento,ModeloDocumentoFiscal,Serie,Numero,DataEmissao,TipoOperacao,CodigoCidadeFatoGerador,TipoEmissao,Finalidade,CNPJEmitente,NomeEmitente,CodigoProduto,DescricaoProduto,NCMProduto,CFOPProduto,UnidadeComercialProduto,QuantidadeComercialProduto,ValorUnitarioProduto,TOTAIS_ValorProdutos,ICMS_OrigemProduto,ICMS_TributacaoProduto,ICMS_ModalidadeBC,ICMS_ModalidadeBCST,ICMS_Aliquota,ICMS_Valor,ICMS_ValorBC,ICMS_ValorBCST,ICMS_PercentualMargemBCST,ICMS_PercentualReducaoBCST,ICMS_AliquotaICMSST,ICMS_ValorICMSST,IPI_Enquadramento,IPI_CNPJProdutor,IPI_SeloControle,IPI_SeloQuantidade,IPI_CodigoEnquadramento,IPI_CodigoSituacaoTributaria,IPI_ValorBC,IPI_Aliquota,IPI_Valor,IPI_Unidade,IPI_ValorUnitario,II_ValorBC,II_ValorDespesasAduaneiras,II_Valor,II_ValorIOF,PIS_CodigoSituacaoTributaria,PIS_ValorBC,PIS_Aliquota,PIS_Valor,PIS_QuantidadeVendida,PIS_ValorAliquota,COFINS_CodigoSituacaoTributaria,COFINS_ValorBC,COFINS_Aliquota,COFINS_Valor,COFINS_QuantidadeVendida,COFINS_ValorAliquota,TOTAIS_ValorProEIPI
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100-RMK.,SRX100 19" RACK MOUNT KIT - HOLDS TWO UNITS,85177091,6119,UN,1,802.98,185877.75,1,00,3,0,17.00,150.16,883.28,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,802.98,10.00,80.3,0,0.00,0.00,0.00,0.00,0.00,01,802.98,1.65,13.25,0,0.00,01,802.98,7.60,61.03,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_VGA_00321,CABO VGA FILTRO DE FERRITE BLINDADO T15 M 8+5 VIAS,85444200,6119,UN,40,36.81,185877.75,0,00,3,0,17.00,250.31,1472.4,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,1472.4,1.65,24.29,0,0.00,01,1472.4,7.60,111.9,0,0.00,195572.82
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XR-520.,XR AP WITH INTEGRATED CONTROLLER AND 2 300MBPS 802.11N RADIOS,85176241,6119,UN,12,2521.75,139056.19,1,00,3,0,17.00,5916.03,34800.15,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,30261,15.00,4539.15,0,0.00,0.00,0.00,0.00,0.00,01,30261,1.65,499.31,0,0.00,01,30261,7.60,2299.84,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XE-500-MOUNT.,MOUNTING BRACKET AND 15/16" T-BAR CLIPS FOR XR-520 WIRELESS APS,85177099,6119,UN,12,54.92,139056.19,1,00,3,0,17.00,123.24,724.94,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,659.04,10.00,65.9,0,0.00,0.00,0.00,0.00,0.00,01,659.04,1.65,10.87,0,0.00,01,659.04,7.60,50.09,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XS-PWR-BR.,BRAZIL POWER CORD.,85444200,6119,UN,12,6.1,139056.19,1,00,3,0,17.00,13.07,76.86,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,73.2,5.00,3.66,0,0.00,0.00,0.00,0.00,0.00,01,73.2,1.65,1.21,0,0.00,01,73.2,7.60,5.56,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX2200-24P-4G.,EX 2200, 24-PORT 10/100/1000BASET (24-PORTS POE+) WITH 4 SFP UPLINK PORTS (OPTICS NOT INCLUDED),85176239,6119,UN,2,8610.32,139056.19,1,00,3,0,17.00,3366.64,19803.74,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,17220.64,15.00,2583.1,0,0.00,0.00,0.00,0.00,0.00,01,17220.64,1.65,284.14,0,0.00,01,17220.64,7.60,1308.77,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CBL-EX-PWR-C13-BR.,AC POWER CABLE - BRAZIL (10A/250V, 2.5M),85444200,6119,UN,2,181.7,139056.19,1,00,3,0,17.00,64.87,381.57,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,363.4,5.00,18.17,0,0.00,0.00,0.00,0.00,0.00,01,363.4,1.65,6,0,0.00,01,363.4,7.60,27.62,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX2200-C-12P-2G.,EX2200-C COMPACT, FANLESS SWITCH WITH 12-PORT 10/100/1000BASET (12-PORTS POE+) AND 2 DUAL-PURPOSE (10/100/1000BASET OR S,85176239,6119,LC,1.0000,2410.27,139056.19,1,00,3,0,17.00,471.21,2771.81,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,2410.27,15.00,361.54,0,0.00,0.00,0.00,0.00,0.00,01,2410.27,1.65,39.77,0,0.00,01,2410.27,7.60,183.18,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX-RMK2.,RACK MOUNT KIT FOR EX2200-C,85177099,6119,UN,1,84.22,139056.19,1,00,3,0,17.00,15.75,92.64,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,84.22,10.00,8.42,0,0.00,0.00,0.00,0.00,0.00,01,84.22,1.65,1.39,0,0.00,01,84.22,7.60,6.4,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100H2.,SRX SERVICES GATEWAY 100 WITH 8XFE PORTS WITH 2GB DRAM AND 2GB FLASH. EXTERNAL POWER SUPPLY AND CORD INCLUDED,85176294,6119,UN,1,2314.44,139056.19,1,00,3,0,17.00,452.47,2661.61,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,2314.44,15.00,347.17,0,0.00,0.00,0.00,0.00,0.00,01,2314.44,1.65,38.19,0,0.00,01,2314.44,7.60,175.9,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_HDMI_03542,CABO HDMI P/ AUDIO E VIDEO 1.4 C/ 15M,85444200,6119,UN,24,117.65,139056.19,0,00,3,0,17.00,480.01,2823.6,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,2823.6,1.65,46.59,0,0.00,01,2823.6,7.60,214.59,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SUPORTE_00143,SUPORTE PROJETOR TELES TETO T025/045,73269090,6119,UN,24,97.16,139056.19,0,00,3,0,17.00,396.41,2331.84,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,2331.84,1.65,38.48,0,0.00,01,2331.84,7.60,177.22,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_VGA_00321,CABO VGA FILTRO DE FERRITE BLINDADO T15 M 8+5 VIAS,85444200,6119,UN,24,82.32,139056.19,0,00,3,0,17.00,335.87,1975.68,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,1975.68,1.65,32.6,0,0.00,01,1975.68,7.60,150.15,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100-RMK.,SRX100 19" RACK MOUNT KIT - HOLDS TWO UNITS,85177091,6119,UN,1,307.81,139056.19,1,00,3,0,17.00,57.56,338.59,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,307.81,10.00,30.78,0,0.00,0.00,0.00,0.00,0.00,01,307.81,1.65,5.08,0,0.00,01,307.81,7.60,23.39,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,INFRA_PRODUTO_1,MATERIAL DE INFRAESTRUTURA,85177099,6119,UN,1,77347.61,139056.19,0,00,3,0,17.00,13149.09,77347.61,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,77347.61,1.65,1276.24,0,0.00,01,77347.61,7.60,5878.42,0,0.00,147014.08
NFe42131207384807000467550010000027231047950596,42,04795059,6,VENDA A ORDEM,1,55,1,2723,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_AUDIO-P2-10M,CABO DE AUDIO P2 10 M,85441990,6119,UN,24,36.81,139056.19,0,00,3,0,17.00,150.18,883.44,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,883.44,1.65,14.58,0,0.00,01,883.44,7.60,67.14,0,0.00,147014.08
NFe35131209350370000808550010000021721695753836,35,69575383,6,VENDA MERC.ADQ.REC.TERC.SUJ.REG.SUBST.TRIB.,1,55,1,2172,12/20/2013,1,3550308,1,1,09350370000808,MISTER TECH COM.REPRESENTACAO, IMPORTACAO E EXPORTACAO LTDA,155853,PROJETOR EPSON POWERLITE PRESENT HD 11H335121 EPSON,85286990,5405,PC,40.0000,2380,95200,2,60,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,53,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,95200,1.65,1570.8,0,0.00,01,95200,7.60,7235.2,0,0.00,95200
